Property_Name,Location,Price,Rate_SqFt,Area_Tpye,Bedroom,Bathroom,Floor_No,Property_Age,Availability,Area_SqFt,Region,Price_Lakh,Latitude,Longitude
Sai Karuna CHS ,Sector 29 Vashi Navi Mumbai Mumbai,1.1 Crore,17322,Super Built Up Area,1,1,6,10+ Year,Ready To Move,635.0,Vashi Navi-Mumbai,110.0,19.0895371,73.005083
Unnamed Property,Malad East Mumbai,1.7 Crore,25000,Carpet Area,2,2,15,1 to 5 Year,Ready To Move,680.0,Malad Mumbai,170.0,19.1860219,72.8563181
Unnamed Property,Panvel Navi Mumbai Mumbai,73 Lac,14600,Carpet Area,2,1,26,5 to 10 Year,Ready To Move,500.0,Panvel Navi-Mumbai,73.0,19.0392786,73.0992311
Dnyaneshawari Apartments ,Sector 16 Ghansoli Navi Mumbai Mumbai,72 Lac,11707,Super Built Up Area,1,1,8,5 to 10 Year,Ready To Move,615.0,Ghansoli Navi-Mumbai,72.0,19.1163253,72.9947614369014
Unnamed Property,Kandivali West Mumbai,3.15 Crore,30761,Carpet Area,3,3,4,10+ Year,Ready To Move,1024.0,Kandivali Mumbai,315.0,19.2084002,72.8422235
Unnamed Property,Bhagat Colony Mumbai,1.7 Crore,25449,Carpet Area,2,2,5,10+ Year,Ready To Move,668.0,Bhagat Colony,170.0,19.01926785,72.85060836138106
Delta Tower ,Ulwe Navi Mumbai Mumbai,1.1 Crore,8560,Super Built Up Area,2,2,3,0 to 1 Year,Ready To Move,1285.0,Ulwe Navi-Mumbai,110.0,18.97686135,73.0201311109118
LK Prince Tower ,Kamothe Navi Mumbai Mumbai,84 Lac,7636,Built Up Area,2,2,9,0 to 1 Year,Ready To Move,1100.0,Kamothe Navi-Mumbai,84.0,19.0173837,73.09548380186183
Shanti Green Palms ,Sector 15 Ghansoli Navi Mumbai Mumbai,1.65 Crore,14347,Super Built Up Area,2,2,7,1 to 5 Year,Ready To Move,1150.0,Ghansoli Navi-Mumbai,165.0,19.1229321,72.99130751847623
Unnamed Property,401 Naupada Thane Mumbai,95 Lac,19000,Super Built Up Area,1,1,4,1 to 5 Year,Ready To Move,730.0,Naupada Thane,95.0,19.2000627,72.9666732
Unnamed Property,Jogeshwari West Mumbai,1.18 Crore,24655,Carpet Area,2,1,1,5 to 10 Year,Ready To Move,580.0,Jogeshwari Mumbai,118.0,19.136394,72.8373817
Unnamed Property,Andheri West Mumbai,2.99 Crore,38580,Carpet Area,2,2,4,10+ Year,Ready To Move,775.0,Andheri Mumbai,299.0,19.1172495,72.833968
Sheffield Towers ,Lokhandwala Andheri West Mumbai,3.1 Crore,29523,Super Built Up Area,2,2,6,10+ Year,Ready To Move,1050.0,Lokhandwala Andheri,310.0,19.1312947,72.8246301
Ashok Nagar ,Balkum Thane Mumbai,1.01 Crore,10224,Built Up Area,1,2,1,5 to 10 Year,Ready To Move,890.0,Balkum Thane,101.0,19.22169075,72.9844924192587
Unnamed Property,Thane West Thane Mumbai,2.5 Crore,16666,Carpet Area,3,3,3,10+ Year,Ready To Move,1500.0,Thane Thane,250.0,19.03160615,73.01425130283573
Unnamed Property,Shastri Nagar Mumbai,2.45 Crore,30625,Built Up Area,2,2,4,10+ Year,Ready To Move,800.0,Shastri Nagar,245.0,19.1380387,72.8280164
Unnamed Property,Thakur Village Mumbai,1.45 Crore,18471,Super Built Up Area,2,2,2,10+ Year,Ready To Move,785.0,Thakur Village,145.0,19.2097189,72.8759248
Shree Niketan ,Shankar Pada Mumbai,1.42 Crore,22049,Carpet Area,2,2,6,5 to 10 Year,Ready To Move,644.0,Shankar Pada,142.0,19.16792145,72.95188414849295
Unnamed Property,Thane West Thane Mumbai,1.35 Crore,19508,Carpet Area,3,2,4,5 to 10 Year,Ready To Move,692.0,Thane Thane,135.0,19.03160615,73.01425130283573
Lalani Grandeur ,1801 Goregaon East Mumbai,1.24 Crore,30243,Carpet Area,1,2,18,5 to 10 Year,Ready To Move,410.0,Goregaon Mumbai,124.0,19.1692623,72.8552548
Balaji Mayuresh Delta ,Ulwe Navi Mumbai Mumbai,1.4 Crore,10370,Super Built Up Area,2,2,8,1 to 5 Year,Ready To Move,1350.0,Ulwe Navi-Mumbai,140.0,18.97686135,73.0201311109118
Hiranandani Eagleridge ,6001 Hiranandani Estate Thane Mumbai,2.15 Crore,22631,Carpet Area,3,3,6,1 to 5 Year,Ready To Move,950.0,Hiranandani-Estate Thane,215.0,19.2570093,72.98392629891234
Balaji Symphony ,New Panvel Navi Mumbai Mumbai,80 Lac,7619,Built Up Area,2,2,28,0 to 1 Year,Ready To Move,1050.0,Panvel Navi-Mumbai,80.0,18.9949462,73.1146581
Unnamed Property,Airoli Navi Mumbai Mumbai,1.1 Crore,10280,Built Up Area,2,2,7,1 to 5 Year,Ready To Move,1070.0,Airoli Navi-Mumbai,110.0,19.1582719,72.9967088
Westin Eksar Gurukripa CHSL ,Borivali West Mumbai,2 Crore,32733,Carpet Area,2,2,12,0 to 1 Year,Ready To Move,611.0,Borivali Mumbai,200.0,19.2294561,72.8479905
Prabhu Anant ,Roadpali Navi Mumbai Mumbai,40.5 Lac,9902,Carpet Area,1,1,4,0 to 1 Year,Ready To Move,409.0,Roadpali Navi-Mumbai,40.5,19.0392786,73.0992311
Unnamed Property,Kamothe Navi Mumbai Mumbai,59.5 Lac,5409,Super Built Up Area,2,2,7,10+ Year,Ready To Move,1100.0,Kamothe Navi-Mumbai,59.5,19.0173837,73.09548380186183
Unnamed Property,Rabale Navi Mumbai Mumbai,1.2 Crore,25000,Carpet Area,2,2,3,5 to 10 Year,Ready To Move,480.0,Rabale Navi-Mumbai,120.0,19.1366355,73.00278237088415
5P Bhagwati Heritage ,Sector 21 Kamothe Navi Mumbai Mumbai,1.16 Crore,9469,Super Built Up Area,2,2,3,1 to 5 Year,Ready To Move,1225.0,Kamothe Navi-Mumbai,116.0,19.0173837,73.09548380186183
Jai Gurudeo Complex ,Sector 17 Kamothe Navi Mumbai Mumbai,1.06 Crore,9217,Built Up Area,2,2,5,1 to 5 Year,Ready To Move,1150.0,Kamothe Navi-Mumbai,106.0,19.0173837,73.09548380186183
Unnamed Property,Sector 58 Seawoods Navi Mumbai Mumbai,2.45 Crore,22072,Super Built Up Area,2,3,6,10+ Year,Ready To Move,1110.0,Seawoods Navi-Mumbai,245.0,19.0214035,73.0241017
Balaji Symphony ,New Panvel Navi Mumbai Mumbai,90 Lac,8530,Super Built Up Area,2,2,21,1 to 5 Year,Ready To Move,1055.0,Panvel Navi-Mumbai,90.0,18.9949462,73.1146581
Unnamed Property,Kharghar Navi Mumbai Mumbai,1.65 Crore,17368,Carpet Area,3,3,10,1 to 5 Year,Ready To Move,950.0,Kharghar Navi-Mumbai,165.0,19.025773,73.0591845321935
Hiranandani Fortune City ,Panvel Navi Mumbai Mumbai,54 Lac,13500,Carpet Area,1,1,17,0 to 1 Year,Ready To Move,400.0,Panvel Navi-Mumbai,54.0,19.0392786,73.0992311
Ashar Edge ,Pokhran 2 Thane Mumbai,1.65 Crore,22696,Carpet Area,2,2,27,0 to 1 Year,Ready To Move,727.0,Pokhran Thane,165.0,19.2209997,72.96302046750381
Unnamed Property,Dombivli East Thane Mumbai,63.5 Lac,7957,Carpet Area,3,2,8,1 to 5 Year,Ready To Move,798.0,Dombivli Thane,63.5,19.2111814,73.091129
Mahavir Kalpavruksha ,Ghodbunder Road Thane Mumbai,59 Lac,13720,Carpet Area,1,2,15,1 to 5 Year,Ready To Move,430.0,Road Thane,59.0,19.2777851,72.957062
Lok Sarita ,Marol Mumbai,1.08 Crore,20769,Built Up Area,1,1,5,10+ Year,Ready To Move,520.0,Marol Mumbai,108.0,19.11314845,72.87588069562872
Snow Drop ,IC Colony Mumbai,1.15 Crore,27380,Carpet Area,1,2,4,1 to 5 Year,Ready To Move,420.0,Ic Colony,115.0,19.2474742,72.8480292
Vijay Galaxy ,1306 Vijay Nagari Thane Mumbai,1.15 Crore,17692,Carpet Area,2,2,13,5 to 10 Year,Ready To Move,650.0,Nagari Thane,115.0,19.254807200000002,72.97469706436411
Unnamed Property,Ghodbunder Road Thane Mumbai,1.75 Crore,12275,Built Up Area,3,3,9,5 to 10 Year,Ready To Move,1450.0,Road Thane,175.0,19.2777851,72.957062
Raunak Unnathi Greens ,Ghodbunder Road Thane Mumbai,47 Lac,7121,Super Built Up Area,1,2,13,1 to 5 Year,Ready To Move,660.0,Road Thane,47.0,19.2777851,72.957062
The Pearl ,New Panvel Navi Mumbai Mumbai,64 Lac,6844,Super Built Up Area,2,2,4,5 to 10 Year,Ready To Move,935.0,Panvel Navi-Mumbai,64.0,18.9949462,73.1146581
Unnamed Property,Lokpuram Thane Mumbai,66 Lac,11681,Built Up Area,1,1,3,10+ Year,Ready To Move,565.0,Lokpuram Thane,66.0,19.2262355,72.96916561676485
Rupa Suyash Park ,Ulwe Navi Mumbai Mumbai,90 Lac,7500,Super Built Up Area,2,2,6,0 to 1 Year,Ready To Move,1200.0,Ulwe Navi-Mumbai,90.0,18.97686135,73.0201311109118
Unnamed Property,Pokhran 2 Thane Mumbai,2.05 Crore,25689,Carpet Area,2,2,26,1 to 5 Year,Ready To Move,798.0,Pokhran Thane,205.0,19.2209997,72.96302046750381
Unnamed Property,Sector 21 Nerul Navi Mumbai Mumbai,80 Lac,12800,Carpet Area,1,2,3,0 to 1 Year,Ready To Move,540.0,Nerul Navi-Mumbai,80.0,19.0316759,73.0216566
Lodha Palava City ,0000 Dombivli East Thane Mumbai,65 Lac,8507,Carpet Area,2,2,1,1 to 5 Year,Ready To Move,764.0,Dombivli Thane,65.0,19.2111814,73.091129
Unnamed Property,Lokhandwala Andheri West Mumbai,2.8 Crore,31111,Carpet Area,2,2,15,0 to 1 Year,Ready To Move,900.0,Lokhandwala Andheri,280.0,19.1312947,72.8246301
Vihan Sunshine Heights ,Sector 15 Ghansoli Navi Mumbai Mumbai,75 Lac,13181,Carpet Area,1,2,10,1 to 5 Year,Ready To Move,569.0,Ghansoli Navi-Mumbai,75.0,19.1229321,72.99130751847623
BM Bunch Berry ,105 Sai Nagar Mumbai,82.5 Lac,23571,Built Up Area,1,1,1,10+ Year,Ready To Move,350.0,Sai Nagar,82.5,19.1490182,72.9257057
Paradigm Ananda Residency ,Shivaji Nagar Mumbai,1.8 Crore,27067,Carpet Area,2,2,13,1 to 5 Year,Ready To Move,665.0,Shivaji Nagar,180.0,19.0637885,72.9249
Gundecha Asta ,Sakinaka Mumbai,2 Crore,22222,Carpet Area,3,2,7,1 to 5 Year,Ready To Move,900.0,Sakinaka Mumbai,200.0,19.1008628,72.8798081
Unnamed Property,Sector 21 Nerul Navi Mumbai Mumbai,2.1 Crore,16153,Carpet Area,3,2,3,10+ Year,Ready To Move,1300.0,Nerul Navi-Mumbai,210.0,19.0316759,73.0216566
Hiranandani Jasper ,9001 Hiranandani Estate Thane Mumbai,1.45 Crore,19333,Carpet Area,2,2,9,5 to 10 Year,Ready To Move,750.0,Hiranandani-Estate Thane,145.0,19.2570093,72.98392629891234
Unnamed Property,Sector 11 Sanpada Navi Mumbai Mumbai,2.16 Crore,28800,Carpet Area,2,2,14,1 to 5 Year,Ready To Move,750.0,Sanpada Navi-Mumbai,216.0,19.0692829,73.0010786
Unnamed Property,Malad West Mumbai,1.1 Crore,15471,Carpet Area,2,2,1,5 to 10 Year,Ready To Move,711.0,Malad Mumbai,110.0,19.1840129,72.8412155
Paradise Sai Solitaire ,Kharghar Navi Mumbai Mumbai,1.75 Crore,8684,Super Built Up Area,3,3,10,1 to 5 Year,Ready To Move,2015.0,Kharghar Navi-Mumbai,175.0,19.025773,73.0591845321935
Rustomjee Azziano ,Majiwada Thane Mumbai,1.6 Crore,15267,Built Up Area,2,2,33,1 to 5 Year,Ready To Move,1048.0,Majiwada Thane,160.0,19.2000627,72.9666732
Unnamed Property,501 Andheri East Mumbai,55 Lac,18333,Built Up Area,1,1,5,1 to 5 Year,Ready To Move,300.0,Andheri Mumbai,55.0,19.1158835,72.854202
Balaji Heights ,Kharghar Navi Mumbai Mumbai,1.27 Crore,10583,Carpet Area,2,2,18,1 to 5 Year,Ready To Move,1200.0,Kharghar Navi-Mumbai,127.0,19.025773,73.0591845321935
Shital Tapovan Heights ,Ulwe Navi Mumbai Mumbai,60 Lac,8955,Super Built Up Area,1,2,9,1 to 5 Year,Ready To Move,670.0,Ulwe Navi-Mumbai,60.0,18.97686135,73.0201311109118
Unnamed Property,Sector 30 Belapur Navi Mumbai Mumbai,1.7 Crore,22666,Carpet Area,2,2,13,5 to 10 Year,Ready To Move,750.0,Belapur Navi-Mumbai,170.0,19.0214035,73.0241017
Cosmos Empress Park ,1104 Anand Nagar Thane Mumbai,1.05 Crore,10000,Super Built Up Area,2,2,11,1 to 5 Year,Ready To Move,1050.0,Nagar Thane,105.0,19.17860295,72.97207160890451
Unnamed Property,101 Manpada Thane Mumbai,7.5 Crore,27777,Plot Area,4,4,2,5 to 10 Year,Ready To Move,2700.0,Manpada Thane,750.0,19.2336292,72.976389
The Pearl ,New Panvel Navi Mumbai Mumbai,45 Lac,6766,Built Up Area,1,1,0,5 to 10 Year,Ready To Move,665.0,Panvel Navi-Mumbai,45.0,18.9949462,73.1146581
Unnamed Property,700 Kharghar Navi Mumbai Mumbai,1.08 Crore,10285,Super Built Up Area,2,2,15,1 to 5 Year,Ready To Move,1050.0,Kharghar Navi-Mumbai,108.0,19.0433404,73.0663401
Dnyaneshawari Apartments ,Sector 16 Ghansoli Navi Mumbai Mumbai,1.15 Crore,12105,Super Built Up Area,2,2,7,1 to 5 Year,Ready To Move,950.0,Ghansoli Navi-Mumbai,115.0,19.1163253,72.9947614369014
Mallhar Bhimashankar Heights ,Kandarpada Mumbai,1.94 Crore,25763,Carpet Area,2,3,14,0 to 1 Year,Ready To Move,753.0,Kandarpada Mumbai,194.0,19.2565945,72.8505837
Veda CHS ,IC Colony Mumbai,90 Lac,21428,Carpet Area,1,1,5,10+ Year,Ready To Move,420.0,Ic Colony,90.0,19.2474742,72.8480292
Chheda Palladium ,Borivali West Mumbai,3 Crore,32085,Carpet Area,3,3,13,1 to 5 Year,Ready To Move,935.0,Borivali Mumbai,300.0,19.2294561,72.8479905
Omkar Alta Monte ,Omkar Alta Monte Malad East Malad East Mumbai,2.12 Crore,16220,Built Up Area,2,2,4,1 to 5 Year,Ready To Move,1307.0,Malad Malad,212.0,19.1827254,72.86096607345942
Omkar Alta Monte ,Omkar Alta Monte Malad East Malad East Mumbai,3.16 Crore,16466,Built Up Area,3,3,6,1 to 5 Year,Ready To Move,1919.0,Malad Malad,316.0,19.1827254,72.86096607345942
Indiabulls Greens ,007 Panvel Navi Mumbai Mumbai,69 Lac,7744,Carpet Area,2,2,14,0 to 1 Year,Ready To Move,891.0,Panvel Navi-Mumbai,69.0,19.0629237,73.0190066
Orovia Phase 1 ,121 Hiranandani Estate Thane Mumbai,1.24 Crore,16083,Carpet Area,2,2,3,0 to 1 Year,Ready To Move,771.0,Hiranandani-Estate Thane,124.0,19.2570093,72.98392629891234
Unnamed Property,Malad West Mumbai,2.1 Crore,14000,Carpet Area,4,4,7,5 to 10 Year,Ready To Move,1500.0,Malad Mumbai,210.0,19.1840129,72.8412155
Rna NG Suncity Phase 3 ,Thakur Village Mumbai,1.25 Crore,12626,Super Built Up Area,2,2,8,5 to 10 Year,Ready To Move,990.0,Thakur Village,125.0,19.2097189,72.8759248
Lokhandwala Spring Leaf ,Lokhandwala Kandivali East Mumbai,68 Lac,16000,Super Built Up Area,1,1,2,1 to 5 Year,Ready To Move,425.0,Lokhandwala Kandivali,68.0,19.198814,72.8730296
Unnamed Property,Dahisar East Mumbai,92 Lac,15333,Super Built Up Area,1,1,3,5 to 10 Year,Ready To Move,600.0,Dahisar Mumbai,92.0,19.2486925,72.8640593
Hiranandani Northside ,Hiranandani Meadows Thane Mumbai,3.4 Crore,19101,Built Up Area,3,3,8,10+ Year,Ready To Move,1780.0,Meadows Thane,340.0,19.2274375,72.97185295714968
Status Vihar ,Kharghar Navi Mumbai Mumbai,88 Lac,7333,Super Built Up Area,2,2,5,5 to 10 Year,Ready To Move,1200.0,Kharghar Navi-Mumbai,88.0,19.025773,73.0591845321935
Unnamed Property,Sector 17 Koparkhairane Navi Mumbai Mumbai,68 Lac,9066,Built Up Area,1,1,1,10+ Year,Ready To Move,750.0,Koparkhairane Navi-Mumbai,68.0,19.10083655,72.99854110561807
Mittal Tower CHS ,Koparkhairane Navi Mumbai Mumbai,1.2 Crore,18461,Carpet Area,2,2,4,10+ Year,Ready To Move,650.0,Koparkhairane Navi-Mumbai,120.0,19.10083655,72.99854110561807
Unnamed Property,Jankalyan Nagar Mumbai,83 Lac,13280,Built Up Area,1,2,7,5 to 10 Year,Ready To Move,625.0,Jankalyan Nagar,83.0,19.1068579,72.8671624
Amar New Tashkent Terrace CHSL ,Borivali West Mumbai,2.28 Crore,30000,Carpet Area,2,2,7,1 to 5 Year,Ready To Move,761.0,Borivali Mumbai,228.0,19.2294561,72.8479905
Amar New Tashkent Terrace CHSL ,Borivali West Mumbai,4.42 Crore,30000,Carpet Area,4,4,7,1 to 5 Year,Ready To Move,1472.0,Borivali Mumbai,442.0,19.2294561,72.8479905
One Hiranandani Park ,1303 Hiranandani Estate Thane Mumbai,1.55 Crore,27728,Carpet Area,2,2,5,1 to 5 Year,Ready To Move,559.0,Hiranandani-Estate Thane,155.0,19.2570093,72.98392629891234
Regency Towers ,503 Thane West Thane Mumbai,1.3 Crore,11304,Super Built Up Area,2,2,5,10+ Year,Ready To Move,1150.0,Thane Thane,130.0,19.03160615,73.01425130283573
Om Shree Apartment ,110 Ghansoli Navi Mumbai Mumbai,77 Lac,11937,Super Built Up Area,1,1,7,1 to 5 Year,Ready To Move,645.0,Ghansoli Navi-Mumbai,77.0,19.1193307,72.9995096
Balaji Mayuresh Delta ,Ulwe Navi Mumbai Mumbai,1.68 Crore,9081,Super Built Up Area,3,3,3,0 to 1 Year,Ready To Move,1850.0,Ulwe Navi-Mumbai,168.0,18.97686135,73.0201311109118
Balaji Mayuresh Delta ,Ulwe Navi Mumbai Mumbai,1.32 Crore,9777,Super Built Up Area,2,2,10,0 to 1 Year,Ready To Move,1350.0,Ulwe Navi-Mumbai,132.0,18.97686135,73.0201311109118
Kalpataru Sunrise ,Balkum Thane Mumbai,2.5 Crore,15197,Super Built Up Area,3,3,10,1 to 5 Year,Ready To Move,1645.0,Balkum Thane,250.0,19.22169075,72.9844924192587
Unnamed Property,Andheri West Mumbai,2.9 Crore,28320,Carpet Area,2,2,8,5 to 10 Year,Ready To Move,1024.0,Andheri Mumbai,290.0,19.1172495,72.833968
Today Global Genesis ,Ulwe Navi Mumbai Mumbai,1 Crore,8810,Built Up Area,2,2,7,0 to 1 Year,Ready To Move,1135.0,Ulwe Navi-Mumbai,100.0,18.97686135,73.0201311109118
New Satara CHS ,3rd Koparkhairane Navi Mumbai Mumbai,98 Lac,9333,Super Built Up Area,2,2,3,10+ Year,Ready To Move,1050.0,Koparkhairane Navi-Mumbai,98.0,19.1058398,72.999981
RNA NG Grand Plaza ,Sector 11 Ghansoli Navi Mumbai Mumbai,2.75 Crore,16666,Super Built Up Area,3,3,18,0 to 1 Year,Ready To Move,1650.0,Ghansoli Navi-Mumbai,275.0,19.1190978,72.9926124940749
RNA NG Grand Plaza ,Sector 11 Ghansoli Navi Mumbai Mumbai,1.7 Crore,14166,Super Built Up Area,2,2,10,0 to 1 Year,Ready To Move,1200.0,Ghansoli Navi-Mumbai,170.0,19.1190978,72.9926124940749
Satyam Harmony ,Sector 9 Koparkhairane Navi Mumbai Mumbai,1.5 Crore,13636,Super Built Up Area,2,2,17,0 to 1 Year,Ready To Move,1100.0,Koparkhairane Navi-Mumbai,150.0,19.1058398,72.999981
Satyam Harmony ,Sector 9 Koparkhairane Navi Mumbai Mumbai,1.85 Crore,13214,Super Built Up Area,3,2,17,0 to 1 Year,Ready To Move,1400.0,Koparkhairane Navi-Mumbai,185.0,19.1058398,72.999981
Bhumiraj Hermitage ,2501 Palm Beach Navi Mumbai Mumbai,4.25 Crore,25103,Super Built Up Area,3,3,25,10+ Year,Ready To Move,1693.0,Beach Navi-Mumbai,425.0,19.0842222,73.0063977
Right Grishma Heights ,Kandivali West Mumbai,2.05 Crore,29119,Carpet Area,2,2,8,1 to 5 Year,Ready To Move,704.0,Kandivali Mumbai,205.0,19.2084002,72.8422235
Right Grishma Heights ,Kandivali West Mumbai,2.56 Crore,30065,Carpet Area,3,3,17,0 to 1 Year,Ready To Move,850.0,Kandivali Mumbai,256.0,19.2084002,72.8422235
Piramal Nagar CHS ,C 01 Goregaon West Mumbai,1.95 Crore,30000,Super Built Up Area,2,2,1,10+ Year,Ready To Move,905.0,- Goregaon,195.0,19.1633281,72.8411995
Unnamed Property,IC Colony Mumbai,1.4 Crore,22082,Carpet Area,2,2,3,10+ Year,Ready To Move,634.0,Ic Colony,140.0,19.2474742,72.8480292
Ganraj Eknath Residency ,Dombivli East Thane Mumbai,25.94 Lac,5293,Built Up Area,1,1,1,0 to 1 Year,Ready To Move,490.0,Dombivli Thane,25.9,19.2111814,73.091129
Vijay Garden ,kavesar Thane Mumbai,58 Lac,8923,Super Built Up Area,1,1,7,10+ Year,Ready To Move,650.0,Kavesar Thane,58.0,19.2623339,72.9722476
Godrej Tranquil ,Kandivali East Mumbai,1.05 Crore,23972,Carpet Area,1,2,5,Dec-23,Under Construction,438.0,Kandivali Mumbai,105.0,19.2103809,72.8640837
Hiranandani Northside ,Hiranandani Meadows Thane Mumbai,3.41 Crore,19157,Built Up Area,3,3,8,10+ Year,Ready To Move,1780.0,Meadows Thane,341.0,19.2274375,72.97185295714968
Adhiraj Zinnia ,1402 Kharghar Navi Mumbai Mumbai,2.1 Crore,13125,Super Built Up Area,3,3,15,5 to 10 Year,Ready To Move,1600.0,Kharghar Navi-Mumbai,210.0,19.0433404,73.0663401
Indiabulls Greens ,Panvel Navi Mumbai Mumbai,39.75 Lac,8892,Carpet Area,1,1,23,1 to 5 Year,Ready To Move,447.0,Panvel Navi-Mumbai,39.8,19.0392786,73.0992311
Unnamed Property,1700 Anand Nagar Thane Mumbai,1.7 Crore,12142,Super Built Up Area,3,3,19,0 to 1 Year,Ready To Move,1500.0,Nagar Thane,170.0,19.17860295,72.97207160890451
Satyam Harmony ,Koparkhairane Navi Mumbai Mumbai,1.95 Crore,16182,Super Built Up Area,3,2,17,1 to 5 Year,Ready To Move,1205.0,Koparkhairane Navi-Mumbai,195.0,19.10083655,72.99854110561807
Unnamed Property,Sector 15 Ghansoli Navi Mumbai Mumbai,1.1 Crore,10000,Built Up Area,2,2,2,1 to 5 Year,Ready To Move,1100.0,Ghansoli Navi-Mumbai,110.0,19.1229321,72.99130751847623
RNA NG Grand Plaza ,Ghansoli Navi Mumbai Mumbai,1.85 Crore,14241,Super Built Up Area,2,2,12,1 to 5 Year,Ready To Move,1299.0,Ghansoli Navi-Mumbai,185.0,19.1193307,72.9995096
RNA NG Grand Plaza ,Ghansoli Navi Mumbai Mumbai,2.75 Crore,19271,Super Built Up Area,3,3,9,1 to 5 Year,Ready To Move,1427.0,Ghansoli Navi-Mumbai,275.0,19.1193307,72.9995096
RNA NG Grand Plaza ,Ghansoli Navi Mumbai Mumbai,1.9 Crore,13314,Super Built Up Area,2,2,20,1 to 5 Year,Ready To Move,1427.0,Ghansoli Navi-Mumbai,190.0,19.1193307,72.9995096
Juhi Serenity ,1806 Ghansoli Navi Mumbai Mumbai,1.75 Crore,14583,Super Built Up Area,2,2,18,1 to 5 Year,Ready To Move,1200.0,Ghansoli Navi-Mumbai,175.0,19.1193307,72.9995096
Unnamed Property,401 Naupada Thane Mumbai,2.3 Crore,15333,Super Built Up Area,3,3,4,1 to 5 Year,Ready To Move,1500.0,Naupada Thane,230.0,19.2000627,72.9666732
Unnamed Property,302 Naupada Thane Mumbai,1.65 Crore,16500,Super Built Up Area,2,2,3,1 to 5 Year,Ready To Move,1000.0,Naupada Thane,165.0,19.2000627,72.9666732
Unnamed Property,202 Hiranandani Estate Thane Mumbai,1.2 Crore,17142,Carpet Area,2,2,2,5 to 10 Year,Ready To Move,700.0,Hiranandani-Estate Thane,120.0,19.2570093,72.98392629891234
Unnamed Property,Balkum Thane Mumbai,96 Lac,11750,Built Up Area,2,2,28,0 to 1 Year,Ready To Move,817.0,Balkum Thane,96.0,19.22169075,72.9844924192587
RNA NG Regency ,Balkum Thane Mumbai,53 Lac,9137,Built Up Area,1,1,5,1 to 5 Year,Ready To Move,580.0,Balkum Thane,53.0,19.22169075,72.9844924192587
Orovia Phase 1 ,Hiranandani Estate Thane Mumbai,74 Lac,11111,Built Up Area,1,2,19,1 to 5 Year,Ready To Move,666.0,Hiranandani-Estate Thane,74.0,19.2570093,72.98392629891234
Tharwani Krupa ,Kamothe Navi Mumbai Mumbai,79.75 Lac,8137,Super Built Up Area,2,2,2,1 to 5 Year,Ready To Move,980.0,Kamothe Navi-Mumbai,79.8,19.0173837,73.09548380186183
Unnamed Property,2003 Hiranandani Estate Thane Mumbai,1.3 Crore,17333,Carpet Area,2,2,20,5 to 10 Year,Ready To Move,750.0,Hiranandani-Estate Thane,130.0,19.2570093,72.98392629891234
Unnamed Property,Sector 14 Vashi Navi Mumbai Mumbai,1.7 Crore,15454,Built Up Area,2,2,2,10+ Year,Ready To Move,1100.0,Vashi Navi-Mumbai,170.0,19.0822973,73.0002778
Indiabulls Greens ,Panvel Navi Mumbai Mumbai,65 Lac,5701,Built Up Area,2,2,34,1 to 5 Year,Ready To Move,1140.0,Panvel Navi-Mumbai,65.0,19.0392786,73.0992311
Unnamed Property,Koparkhairane Navi Mumbai Mumbai,1.15 Crore,12777,Built Up Area,2,2,2,10+ Year,Ready To Move,900.0,Koparkhairane Navi-Mumbai,115.0,19.10083655,72.99854110561807
Balaji Mayuresh Delta ,Ulwe Navi Mumbai Mumbai,1.7 Crore,9189,Super Built Up Area,3,3,8,0 to 1 Year,Ready To Move,1850.0,Ulwe Navi-Mumbai,170.0,18.97686135,73.0201311109118
Hiranandani Rodas Enclave ,Hiranandani Estate Thane Mumbai,1.7 Crore,23383,Carpet Area,2,2,9,1 to 5 Year,Ready To Move,727.0,Hiranandani-Estate Thane,170.0,19.2570093,72.98392629891234
Unnamed Property,Malad West Mumbai,90 Lac,20930,Carpet Area,1,2,3,10+ Year,Ready To Move,430.0,Malad Mumbai,90.0,19.1840129,72.8412155
Royal Oasis ,Jankalyan Nagar Mumbai,1.42 Crore,21225,Carpet Area,2,2,13,0 to 1 Year,Ready To Move,669.0,Jankalyan Nagar,142.0,19.1068579,72.8671624
Silicon Park ,Jankalyan Nagar Mumbai,82 Lac,11714,Super Built Up Area,1,2,6,5 to 10 Year,Ready To Move,700.0,Jankalyan Nagar,82.0,19.1068579,72.8671624
Unnamed Property,Koparkhairane Navi Mumbai Mumbai,1.29 Crore,16125,Carpet Area,2,2,5,10+ Year,Ready To Move,800.0,Koparkhairane Navi-Mumbai,129.0,19.10083655,72.99854110561807
Unnamed Property,Sector 30 Belapur Navi Mumbai Mumbai,2.7 Crore,15000,Built Up Area,3,3,14,5 to 10 Year,Ready To Move,1800.0,Belapur Navi-Mumbai,270.0,19.0214035,73.0241017
Arkade Serene ,Sunder Nagar Mumbai,1.71 Crore,28311,Carpet Area,2,2,11,0 to 1 Year,Ready To Move,604.0,Sunder Nagar,171.0,19.1732766,72.8407686
Anmol Sadan ,Kharghar Navi Mumbai Mumbai,1.1 Crore,7333,Super Built Up Area,3,3,5,5 to 10 Year,Ready To Move,1500.0,Kharghar Navi-Mumbai,110.0,19.025773,73.0591845321935
