Property_Name,Location,Price,Rate_SqFt,Area_Tpye,Bedroom,Bathroom,Floor_No,Property_Age,Availability
Satyam Harmony ,"Sector 9, Koperkhairane, Navi Mumbai, Mumbai",1.5 Crore,"13,636",Super Built up area 1100(102.19 sq.m.)Built Up area: 810 sq.ft. (75.25 sq.m.)Carpet area: 610 sq.ft. (56.67 sq.m.),2.0,2.0,17th  ,0 to 1 Year Old, Ready to move Property
Satyam Harmony ,"Sector 9, Koperkhairane, Navi Mumbai, Mumbai",1.85 Crore,"13,214",Super Built up area 1400(130.06 sq.m.)Built Up area: 1200 sq.ft. (111.48 sq.m.)Carpet area: 800 sq.ft. (74.32 sq.m.),3.0,2.0,17th  ,0 to 1 Year Old, Ready to move Property
Bhoomi Gardenia 2 ,"Sector 20 Roadpali Navi Mumbai, Kalamboli, Navi Mumbai, Mumbai",84 Lac,"7,433",Super Built up area 1130(104.98 sq.m.)Carpet area: 750 sq.ft. (69.68 sq.m.),2.0,2.0,10th  ,5 to 10 Year Old, Ready to move
Vicky Apartment ," Prabhadevi, South Mumbai, Mumbai",8.75 Crore,"42,393",Built Up area: 2064 (191.75 sq.m.)Carpet area: 1720 sq.ft. (159.79 sq.m.),4.0,4.0,2nd  ,10+ Year Old, Ready to move
Bhumiraj Hermitage ,"2501, Palm Beach, Navi Mumbai, Mumbai",4.25 Crore,"25,103",Super Built up area 1693(157.28 sq.m.)Carpet area: 1300 sq.ft. (120.77 sq.m.),3.0,3.0,25th  ,10+ Year Old, Ready to move Property
Baba Pearl Heights ," Sector 20 Kamothe, Navi Mumbai, Mumbai",78.5 Lac,"6,156",Built Up area: 1275 (118.45 sq.m.)Carpet area: 810 sq.ft. (75.25 sq.m.),2.0,2.0,2nd  ,1 to 5 Year Old, Ready to move Property
Toll Free 1800 41 99099,"B601 Dadabhai Cross Road 1 Near Bhavans College Andheri West, Mumbai 400058, Andheri West, Mumbai Andheri-Dahisar, Mumbai",2.1 Crore,"19,090",Super Built up area 1100(102.19 sq.m.)Carpet area: 800 sq.ft. (74.32 sq.m.),2.0,3.0,6th  ,10+ Year Old, Ready to move
L and T Emerald Isle ,"Powai, Powai, Central Mumbai suburbs, Mumbai",1.82 Crore,"27,960",Carpet area: 650.95 (60.48 sq.m.),2.0,2.0,12nd  ,1 to 5 Year Old, Ready to move
Rustomjee Avenue L1 L2 and L4 ," Virar West, Mira Road And Beyond, Mumbai",43.5 Lac,"7,866",Carpet area: 553 (51.38 sq.m.),2.0,2.0,8th  ,0 to 1 Year Old, Ready to move
Right Grishma Heights ," Kandivali West, Mumbai Andheri-Dahisar, Mumbai",2.05 Crore,"29,119",Carpet area: 704 (65.4 sq.m.),2.0,2.0,8th  ,1 to 5 Year Old, Ready to move
Right Grishma Heights ," Kandivali West, Mumbai Andheri-Dahisar, Mumbai",2.56 Crore,"30,065",Carpet area: 850 (78.97 sq.m.),3.0,3.0,17th  ,0 to 1 Year Old, Ready to move
Ekta Parksville ," Virar West, Mira Road And Beyond, Mumbai",28.5 Lac,"7,640",Carpet area: 373 (34.65 sq.m.),1.0,1.0,6th  ,1 to 5 Year Old, Ready to move
Toll Free 1800 41 99099," Kalyan West, Mumbai Beyond Thane, Mumbai",70 Lac,"10,000",Carpet area: 700 (65.03 sq.m.),2.0,2.0,3rd  ,10+ Year Old, Ready to move Property
Royce Vaibhavi City ," Kalyan West, Mumbai Beyond Thane, Mumbai",45 Lac,"6,923",Carpet area: 650 (60.39 sq.m.),2.0,1.0,3rd  ,1 to 5 Year Old, Ready to move Property
Sai Satyam Residency ," Kalyan West, Mumbai Beyond Thane, Mumbai",36 Lac,"8,275",Carpet area: 435 (40.41 sq.m.),1.0,1.0,2nd  ,1 to 5 Year Old, Ready to move Property
Raunak City 3 ," Kalyan West, Mumbai Beyond Thane, Mumbai",36 Lac,"9,890",Carpet area: 364 (33.82 sq.m.),1.0,1.0,6th  ,5 to 10 Year Old, Ready to move Property
Piramal Nagar CHS ,"C - 01, Goregaon West, Mumbai Andheri-Dahisar, Mumbai",1.95 Crore,"30,000",Super Built up area 905(84.08 sq.m.)Built Up area: 850 sq.ft. (78.97 sq.m.)Carpet area: 650 sq.ft. (60.39 sq.m.),2.0,2.0,1st  ,10+ Year Old, Ready to move Property
Toll Free 1800 41 99099,"B Wing Oxford 202, Manpada, Thane, Mumbai",82 Lac,"16,400",Carpet area: 500 (46.45 sq.m.),1.0,2.0,2nd  ,10+ Year Old, Ready to move
Gajora Kalpavruksha Valley ," Sector 23 Taloja, Navi Mumbai, Mumbai",38 Lac,"5,135",Built Up area: 740 (68.75 sq.m.),1.0,2.0,1st  ,0 to 1 Year Old, Ready to move
Sai Kaveesha ," Taloja, Navi Mumbai, Mumbai",37 Lac,"8,851",Carpet area: 418 (38.83 sq.m.),1.0,1.0,5th  ,0 to 1 Year Old, Ready to move
Sai Kaveesha ," Taloja, Navi Mumbai, Mumbai",40 Lac,"9,569",Carpet area: 418 (38.83 sq.m.),1.0,1.0,2nd  ,0 to 1 Year Old, Ready to move
Royal Galaxy ," Taloja Panchanand, Navi Mumbai, Mumbai",33 Lac,"4,817",Built Up area: 685 (63.64 sq.m.),1.0,1.0,4th  ,0 to 1 Year Old, Ready to move
Royal Galaxy ," Taloja Panchanand, Navi Mumbai, Mumbai",24 Lac,"5,217",Built Up area: 460 (42.74 sq.m.),1.0,1.0,3rd  ,0 to 1 Year Old, Ready to move
Toll Free 1800 41 99099," Taloja Panchanand, Navi Mumbai, Mumbai",45 Lac,"6,338",Built Up area: 710 (65.96 sq.m.),1.0,1.0,7th  ,1 to 5 Year Old, Ready to move
Kabra Centroid ," Kalina, Mumbai South West, Mumbai",2.3 Crore,"18,400",Super Built up area 1250(116.13 sq.m.)Carpet area: 771.01 sq.ft. (71.63 sq.m.),2.0,2.0,8th  ,1 to 5 Year Old, Ready to move
Juhi Residency ,"Sector 5 Kamothe, Sector 5 Kamothe, Navi Mumbai, Mumbai",1 Crore,"7,501",Super Built up area 1333(123.84 sq.m.),2.0,2.0,9th  ,5 to 10 Year Old, Ready to move Property
Toll Free 1800 41 99099,"Sector 20 Kamothe, Kamothe, Navi Mumbai, Mumbai",46 Lac,"7,076",Built Up area: 650 (60.39 sq.m.)Carpet area: 471 sq.ft. (43.76 sq.m.),1.0,1.0,3rd  ,5 to 10 Year Old, Ready to move Property
VUB Veermaa Paradise ,"Sector 20 Kamothe, Sector 20 Kamothe, Navi Mumbai, Mumbai",66 Lac,"9,705",Super Built up area 680(63.17 sq.m.),1.0,1.0,11st  ,1 to 5 Year Old, Ready to move Property
Toll Free 1800 41 99099,"Sector 22 Kamothe, Sector22 kamothe, Navi Mumbai, Mumbai",75 Lac,"7,500",Super Built up area 1000(92.9 sq.m.),2.0,2.0,2nd  ,5 to 10 Year Old, Ready to move Property
Omkar Meridia ," kurla west, Central Mumbai suburbs, Mumbai",1.1 Crore,"24,229",Carpet area: 454 (42.18 sq.m.),1.0,1.0,8th  ,0 to 1 Year Old, Ready to move
Toll Free 1800 41 99099," IC Colony, Mumbai Andheri-Dahisar, Mumbai",1.4 Crore,"22,082",Carpet area: 634 (58.9 sq.m.),2.0,2.0,3rd  ,10+ Year Old, Ready to move
Paradise Sai World City ,"Xxxx, Panvel, Navi Mumbai, Mumbai",1.3 Crore,"10,000",Super Built up area 1300(120.77 sq.m.)Built Up area: 1200 sq.ft. (111.48 sq.m.)Carpet area: 825 sq.ft. (76.65 sq.m.),2.0,2.0,12nd  ,0 to 1 Year Old, Ready to move Property
Tejas Heights ,"Xxx, Sector 17 Ulwe, Navi Mumbai, Mumbai",1.24 Crore,"10,745",Super Built up area 1154(107.21 sq.m.)Built Up area: 1000 sq.ft. (92.9 sq.m.)Carpet area: 750 sq.ft. (69.68 sq.m.),2.0,2.0,13rd  ,1 to 5 Year Old, Ready to move Property
Ganraj Eknath Residency ," Dombivli East, Mumbai Beyond Thane, Mumbai",25.94 Lac,"5,293",Built Up area: 490 (45.52 sq.m.)Carpet area: 350 sq.ft. (32.52 sq.m.),1.0,1.0,1st  ,0 to 1 Year Old, Ready to move
Runwal Forests ,"3502, Kanjur marg west, Central Mumbai suburbs, Mumbai",2.95 Crore,"19,306",Built Up area: 1528 (141.96 sq.m.)Carpet area: 955 sq.ft. (88.72 sq.m.),3.0,2.0,43  ,1 to 5 Year Old, Ready to move
Runwal Forests ,"4504, Kanjur marg west, Central Mumbai suburbs, Mumbai",2.95 Crore,"17,061",Built Up area: 1729 (160.63 sq.m.)Carpet area: 1081 sq.ft. (100.43 sq.m.),3.0,3.0,47  ,1 to 5 Year Old, Ready to move
Runwal Forests ,"2501, Kanjur marg west, Central Mumbai suburbs, Mumbai",3 Crore,"17,351",Built Up area: 1729 (160.63 sq.m.)Carpet area: 1081 sq.ft. (100.43 sq.m.),3.0,2.0,35th  ,1 to 5 Year Old, Ready to move
Aadi Allure ,"302, Kanjur Marg East, Central Mumbai suburbs, Mumbai",1.55 Crore,"23,308",Carpet area: 665 (61.78 sq.m.),2.0,2.0,3rd  ,1 to 5 Year Old, Ready to move
Aadi Allure ,"1201, Kanjur Marg East, Central Mumbai suburbs, Mumbai",1.75 Crore,"23,972",Carpet area: 730 (67.82 sq.m.),2.0,2.0,12nd  ,1 to 5 Year Old, Ready to move
Lake Primrose ,"1010, Powai, Central Mumbai suburbs, Mumbai",3.3 Crore,"22,000",Super Built up area 1500(139.35 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),3.0,3.0,10th  ,1 to 5 Year Old, Ready to move Property
Shraddha Autumn Park ,"901, Kanjur Marg East, Central Mumbai suburbs, Mumbai",95 Lac,"25,333",Carpet area: 375 (34.84 sq.m.),1.0,2.0,9th  ,1 to 5 Year Old, Ready to move
Vijay Garden ," kavesar, Thane, Mumbai",58 Lac,"8,923",Super Built up area 650(60.39 sq.m.)Carpet area: 475 sq.ft. (44.13 sq.m.),1.0,1.0,7th  ,10+ Year Old, Ready to move
Ekta Parksville ," Virar West, Mira Road And Beyond, Mumbai",41.5 Lac,"6,250",Carpet area: 664 (61.69 sq.m.),2.0,2.0,10th  ,1 to 5 Year Old, Ready to move
Godrej Tranquil ," Kandivali East, Mumbai Andheri-Dahisar, Mumbai",1.05 Crore,"23,972",Carpet area: 438 (40.69 sq.m.),1.0,2.0,5th  ,Dec 2023, Under Construction Property
Toll Free 1800 41 99099,"Acme Oasis Lokhandwala Township Kandivali East, Kandivali East, Mumbai Andheri-Dahisar, Mumbai",2.2 Crore,"17,600",Super Built up area 1250(116.13 sq.m.)Built Up area: 1050 sq.ft. (97.55 sq.m.)Carpet area: 920 sq.ft. (85.47 sq.m.),3.0,3.0,16th  ,1 to 5 Year Old, Ready to move Property
Deep Auralis The Twins ," Teen Hath Naka, Thane, Mumbai",3 Crore,"15,007",Super Built up area 1999(185.71 sq.m.)Built Up area: 1990 sq.ft. (184.88 sq.m.)Carpet area: 1380 sq.ft. (128.21 sq.m.),4.0,4.0,4th  ,0 to 1 Year Old, Ready to move
Hiranandani Northside ," Hiranandani Meadows, Thane, Mumbai",3.41 Crore,"19,157",Built Up area: 1780 (165.37 sq.m.)Carpet area: 1430 sq.ft. (132.85 sq.m.),3.0,3.0,8th  ,10+ Year Old, Ready to move
Runwal Forests ," Kanjur marg west, Central Mumbai suburbs, Mumbai",3 Crore,"27,777",Carpet area: 1080 (100.34 sq.m.),3.0,3.0,35th  ,0 to 1 Year Old, Ready to move
Jewel Heights ,"403, Badlapur West, Mumbai Beyond Thane, Mumbai",36 Lac,"6,101",Carpet area: 590 (54.81 sq.m.),2.0,2.0,4th  ,0 to 1 Year Old, Ready to move
Jewel Heights ,"305, Badlapur West, Mumbai Beyond Thane, Mumbai",35 Lac,"6,250",Carpet area: 560 (52.03 sq.m.),2.0,2.0,3rd  ,0 to 1 Year Old, Ready to move
Jewel Heights ,"401, Badlapur West, Mumbai Beyond Thane, Mumbai",24.5 Lac,"5,000",Carpet area: 490 (45.52 sq.m.),1.0,1.0,4th  ,0 to 1 Year Old, Ready to move
Jewel Heights ,"202, Badlapur West, Mumbai Beyond Thane, Mumbai",23 Lac,"4,791",Carpet area: 480 (44.59 sq.m.),1.0,1.0,2nd  ,0 to 1 Year Old, Ready to move
Adhiraj Zinnia ,"1402, Kharghar, Navi Mumbai, Mumbai",2.1 Crore,"13,125",Super Built up area 1600(148.64 sq.m.)Built Up area: 1520 sq.ft. (141.21 sq.m.)Carpet area: 1150 sq.ft. (106.84 sq.m.),3.0,3.0,15th  ,5 to 10 Year Old, Ready to move
Indraprastha CHS ," Sion East, Central Mumbai suburbs, Mumbai",5 Crore,"38,461",Carpet area: 1300 (120.77 sq.m.),3.0,3.0,3rd  ,0 to 1 Year Old, Ready to move Property
Indiabulls Greens ," Panvel, Navi Mumbai, Mumbai",39.75 Lac,"8,892",Carpet area: 447 (41.53 sq.m.),1.0,1.0,23rd  ,1 to 5 Year Old, Ready to move
Toll Free 1800 41 99099,"1700, Anand Nagar, Thane, Mumbai",1.7 Crore,"12,142",Super Built up area 1500(139.35 sq.m.)Built Up area: 1375 sq.ft. (127.74 sq.m.)Carpet area: 1050 sq.ft. (97.55 sq.m.),3.0,3.0,19th  ,0 to 1 Year Old, Ready to move
Satyam Harmony ," Koperkhairane, Navi Mumbai, Mumbai",1.95 Crore,"16,182",Super Built up area 1205(111.95 sq.m.),3.0,2.0,17th  ,1 to 5 Year Old, Ready to move
Toll Free 1800 41 99099," Kalyan East, Mumbai Beyond Thane, Mumbai",28 Lac,"4,057",Super Built up area 690(64.1 sq.m.),1.0,1.0,1st  ,5 to 10 Year Old, Ready to move
Toll Free 1800 41 99099," Sector 15 Ghansoli, Navi Mumbai, Mumbai",1.1 Crore,"10,000",Built Up area: 1100 (102.19 sq.m.)Carpet area: 700 sq.ft. (65.03 sq.m.),2.0,2.0,2nd  ,1 to 5 Year Old, Ready to move
RNA NG Grand Plaza ," Ghansoli, Navi Mumbai, Mumbai",1.85 Crore,"14,241",Super Built up area 1299(120.68 sq.m.)Carpet area: 700 sq.ft. (65.03 sq.m.),2.0,2.0,12nd  ,1 to 5 Year Old, Ready to move
RNA NG Grand Plaza ," Ghansoli, Navi Mumbai, Mumbai",2.75 Crore,"19,271",Super Built up area 1427(132.57 sq.m.)Carpet area: 800 sq.ft. (74.32 sq.m.),3.0,3.0,9th  ,1 to 5 Year Old, Ready to move
RNA NG Grand Plaza ," Ghansoli, Navi Mumbai, Mumbai",1.9 Crore,"13,314",Super Built up area 1427(132.57 sq.m.)Carpet area: 800 sq.ft. (74.32 sq.m.),2.0,2.0,20th  ,1 to 5 Year Old, Ready to move
Juhi Serenity ,"1806, Ghansoli, Navi Mumbai, Mumbai",1.75 Crore,"14,583",Super Built up area 1200(111.48 sq.m.)Carpet area: 700 sq.ft. (65.03 sq.m.),2.0,2.0,18th  ,1 to 5 Year Old, Ready to move
Toll Free 1800 41 99099,"304 Gaovdevi Maidan, Thane West, Thane, Mumbai",90 Lac,"14,516",Super Built up area 620(57.6 sq.m.)Built Up area: 525 sq.ft. (48.77 sq.m.)Carpet area: 404 sq.ft. (37.53 sq.m.),1.0,1.0,3rd  ,10+ Year Old, Ready to move
Kanakia Paris ,"1001, Bandra Kurla Complex, Mumbai South West, Mumbai",3.5 Crore,"33,849",Carpet area: 1034 (96.06 sq.m.),3.0,2.0,10th  ,1 to 5 Year Old, Ready to move
Mahavir Residency ,"Sector 19 Near Nhp And Euro School, Airoli, Navi Mumbai, Mumbai",93 Lac,"11,625",Super Built up area 800(74.32 sq.m.)Built Up area: 550 sq.ft. (51.1 sq.m.)Carpet area: 430 sq.ft. (39.95 sq.m.),1.0,1.0,16th  ,5 to 10 Year Old,
Urban Developers Prime Plots and Lands ,"1009, Chirle, Navi Mumbai, Mumbai",3 Lac,275,Plot area 1089(101.17 sq.m.)l x b : 33 ft.(10.29 mt.) x 32 ft.(9.98 mt.),,,,Immediate, Ready to move Property
Toll Free 1800 41 99099,"401, Naupada, Thane, Mumbai",2.3 Crore,"15,333",Super Built up area 1500(139.35 sq.m.)Built Up area: 1450 sq.ft. (134.71 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),3.0,3.0,4th  ,1 to 5 Year Old, Ready to move
Dosti West County ,"2 Bhk Hill Facing Flat Available, Balkum, Thane, Mumbai",1.12 Crore,"14,000",Built Up area: 800 (74.32 sq.m.)Carpet area: 639 sq.ft. (59.37 sq.m.),2.0,2.0,15th  ,0 to 1 Year Old, Ready to move Property
Toll Free 1800 41 99099,"302, Naupada, Thane, Mumbai",1.65 Crore,"16,500",Super Built up area 1000(92.9 sq.m.)Built Up area: 970 sq.ft. (90.12 sq.m.)Carpet area: 700 sq.ft. (65.03 sq.m.),2.0,2.0,3rd  ,1 to 5 Year Old, Ready to move Property
Toll Free 1800 41 99099,"3322, Chirle, Navi Mumbai, Mumbai",5.1 Lac,468,Plot area 1089(101.17 sq.m.)l x b : 33 ft.(10.29 mt.) x 32 ft.(9.98 mt.),,,,, Ready to move Property
Toll Free 1800 41 99099,"227, Ranjanpada, Navi Mumbai, Mumbai",4 Lac,367,Plot area 1089(101.17 sq.m.)l x b : 33 ft.(10.29 mt.) x 32 ft.(9.98 mt.),,,,May 2023, Under Construction Property
Toll Free 1800 41 99099,"202, Hiranandani Estate, Thane, Mumbai",1.2 Crore,"17,142",Carpet area: 700 (65.03 sq.m.),2.0,2.0,2nd  ,5 to 10 Year Old, Ready to move Property
Toll Free 1800 41 99099,"1008, Ranjanpada, Navi Mumbai, Mumbai",5 Lac,459,Plot area 1089(101.17 sq.m.)l x b : 33 ft.(10.29 mt.) x 32 ft.(9.98 mt.),,,,, Under Construction Property
Hiranandani Gardens Lotus ," Hiranandani Gardens Powai, Central Mumbai suburbs, Mumbai",2.55 Crore,"30,000",Built Up area: 850 (78.97 sq.m.),2.0,2.0,5th  ,10+ Year Old, Ready to move Property
Toll Free 1800 41 99099," Balkum, Thane, Mumbai",96 Lac,"11,750",Built Up area: 817 (75.9 sq.m.)Carpet area: 545 sq.ft. (50.63 sq.m.),2.0,2.0,28th  ,0 to 1 Year Old, Ready to move
RNA NG Regency ," Balkum, Thane, Mumbai",53 Lac,"9,137",Built Up area: 580 (53.88 sq.m.)Carpet area: 460 sq.ft. (42.74 sq.m.),1.0,1.0,5th  ,1 to 5 Year Old, Ready to move
Orovia Phase 1 ," Hiranandani Estate, Thane, Mumbai",74 Lac,"11,111",Built Up area: 666 (61.87 sq.m.)Carpet area: 447 sq.ft. (41.53 sq.m.),1.0,2.0,19th  ,1 to 5 Year Old, Ready to move
Tharwani Krupa ," Kamothe, Navi Mumbai, Mumbai",79.75 Lac,"8,137",Super Built up area 980(91.04 sq.m.),2.0,2.0,2nd  ,1 to 5 Year Old, Ready to move Property
Om Aditya Paraiso ," Shilphata, Navi Mumbai, Mumbai",63 Lac,"6,331",Super Built up area 995(92.44 sq.m.)Built Up area: 796 sq.ft. (73.95 sq.m.)Carpet area: 680 sq.ft. (63.17 sq.m.),2.0,2.0,1st  ,0 to 1 Year Old, Ready to move
Toll Free 1800 41 99099,"2003, Hiranandani Estate, Thane, Mumbai",1.3 Crore,"17,333",Carpet area: 750 (69.68 sq.m.),2.0,2.0,20th  ,5 to 10 Year Old, Ready to move Property
Toll Free 1800 41 99099," Sector 14 Vashi, Navi Mumbai, Mumbai",1.7 Crore,"15,454",Built Up area: 1100 (102.19 sq.m.),2.0,2.0,2nd  ,10+ Year Old, Ready to move
Toll Free 1800 41 99099," Nalasopara East, Mira Road And Beyond, Mumbai",33 Lac,"5,076",Super Built up area 650(60.39 sq.m.)Built Up area: 600 sq.ft. (55.74 sq.m.)Carpet area: 355 sq.ft. (32.98 sq.m.),1.0,2.0,1st  ,5 to 10 Year Old, Ready to move
Shree Ostwal Point ," Mira Bhayandar, Mira Road And Beyond, Mumbai",41 Lac,"13,311",Carpet area: 308 (28.61 sq.m.),1.0,1.0,1st  ,0 to 1 Year Old, Ready to move
Toll Free 1800 41 99099," Vindhane, Navi Mumbai, Mumbai",3.5 Lac,"17,500",Plot area 20(2023.59 sq.m.),,,4,Immediate, Ready to move
Toll Free 1800 41 99099,"2bhk With Large Balcony Flat Available For Sell, Manpada, Thane, Mumbai",1.25 Crore,"11,363",Super Built up area 1100(102.19 sq.m.)Built Up area: 1080 sq.ft. (100.34 sq.m.)Carpet area: 798 sq.ft. (74.14 sq.m.),2.0,2.0,6th  ,5 to 10 Year Old, Ready to move Property
Oberoi Splendor ,"Oberoi Splendor, Nr. Oberoi International School, Jvlr, Andheri East, Mumbai 400060, Jogeshwari East, Mumbai Andheri-Dahisar, Mumbai",3.98 Crore,"28,867",Super Built up area 1377(127.93 sq.m.)Built Up area: 987 sq.ft. (91.7 sq.m.)Carpet area: 890 sq.ft. (82.68 sq.m.),3.0,2.0,23rd  ,5 to 10 Year Old, Ready to move
Indiabulls Greens ," Panvel, Navi Mumbai, Mumbai",65 Lac,"5,701",Built Up area: 1140 (105.91 sq.m.),2.0,2.0,34th  ,1 to 5 Year Old, Ready to move
Toll Free 1800 41 99099," Virar East, Mira Road And Beyond, Mumbai",26 Lac,"4,948",Carpet area: 485 (45.06 sq.m.),1.0,2.0,Ground,5 to 10 Year Old, Ready to move
Ayodhya Saffron Residency ,"1001, Nehru Nagar, Central Mumbai suburbs, Mumbai",1.2 Crore,"26,030",Carpet area: 461 (42.83 sq.m.),1.0,2.0,10th  ,Under Construction, Under Construction
Toll Free 1800 41 99099," Matunga East, South Mumbai, Mumbai",7.51 Crore,"42,914",Carpet area: 1750 (162.58 sq.m.),4.0,5.0,8th  ,1 to 5 Year Old, Ready to move
Toll Free 1800 41 99099," Koperkhairane, Navi Mumbai, Mumbai",1.15 Crore,"12,777",Built Up area: 900 (83.61 sq.m.)Carpet area: 700 sq.ft. (65.03 sq.m.),2.0,2.0,2nd  ,10+ Year Old, Ready to move
Balaji Mayuresh Delta ," Ulwe, Navi Mumbai, Mumbai",1.7 Crore,"9,189",Super Built up area 1850(171.87 sq.m.)Built Up area: 1820 sq.ft. (169.08 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),3.0,3.0,8th  ,0 to 1 Year Old, Ready to move
JP North Celeste ,"123, Vinay Nagar, Mira Road And Beyond, Mumbai",67 Lac,"8,862",Super Built up area 756(70.23 sq.m.)Built Up area: 505 sq.ft. (46.92 sq.m.)Carpet area: 420 sq.ft. (39.02 sq.m.),1.0,2.0,12nd  ,1 to 5 Year Old, Ready to move
JP North Garden City ,"123, Vinay Nagar, Mira Road And Beyond, Mumbai",62 Lac,"8,946",Super Built up area 693(64.38 sq.m.)Built Up area: 473 sq.ft. (43.94 sq.m.)Carpet area: 400 sq.ft. (37.16 sq.m.),1.0,2.0,22nd  ,0 to 1 Year Old, Ready to move
Arkade Acropolis ," Virar West, Mira Road And Beyond, Mumbai",28.5 Lac,"4,523",Super Built up area 630(58.53 sq.m.),1.0,2.0,5th  ,5 to 10 Year Old, Ready to move
Toll Free 1800 41 99099," Vindhane, Navi Mumbai, Mumbai",2 Lac,183,Plot area 1089(101.17 sq.m.)l x b : 33 ft.(10.29 mt.) x 32 ft.(9.98 mt.),,,,Immediate, Ready to move
Raj Grandeur ," Powai, Central Mumbai suburbs, Mumbai",7.5 Crore,"22,321",Super Built up area 3360(312.15 sq.m.),4.0,3.0,23rd  ,1 to 5 Year Old, Ready to move Property
Silicon Park ,"0000, Jankalyan Nagar, Mumbai Andheri-Dahisar, Mumbai",1.85 Crore,"14,068",Built Up area: 1600 (148.64 sq.m.)Carpet area: 1300 sq.ft. (120.77 sq.m.),3.0,3.0,1st  ,5 to 10 Year Old, Ready to move
Unique Aurum ,"4th, Poonam Gardens, Mira Road And Beyond, Mumbai",95 Lac,"9,693",Super Built up area 980(91.04 sq.m.),2.0,2.0,4th  ,5 to 10 Year Old, Ready to move
Toll Free 1800 41 99099,"Flat No. 2, Mahalaxmi, South Mumbai, Mumbai",1.29 Crore,"30,833",Super Built up area 500(46.45 sq.m.)Carpet area: 420 sq.ft. (39.02 sq.m.),1.0,1.0,1st  ,10+ Year Old, Ready to move
Aashray Pearl ," Ambernath East, Mumbai Beyond Thane, Mumbai",24 Lac,"3,999",Built Up area: 600 Carpet area: 390 sq.m.,1.0,1.0,6th  ,1 to 5 Year Old, Ready to move
Hiranandani Rodas Enclave ," Hiranandani Estate, Thane, Mumbai",1.7 Crore,"23,383",Carpet area: 727 (67.54 sq.m.),2.0,2.0,9th  ,1 to 5 Year Old, Ready to move
Sunteck West World ,"550, Naigaon East, Mira Road And Beyond, Mumbai",45 Lac,"11,479",Carpet area: 392 (36.42 sq.m.),1.0,2.0,5th  ,0 to 1 Year Old, Ready to move
Toll Free 1800 41 99099," Sector 19 Kharghar, Navi Mumbai, Mumbai",1.6 Crore,"10,666",Super Built up area 1500(139.35 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),3.0,3.0,8th  ,5 to 10 Year Old, Ready to move
Toll Free 1800 41 99099,"10mins Walking Distance From Seawoods Rly Stn, Sector 44A Seawoods, Navi Mumbai, Mumbai",2.6 Crore,"14,444",Built Up area: 1800 (167.23 sq.m.)Carpet area: 1150 sq.ft. (106.84 sq.m.),3.0,3.0,7th  ,5 to 10 Year Old, Ready to move Property
Toll Free 1800 41 99099," Malad West, Mumbai Andheri-Dahisar, Mumbai",90 Lac,"20,930",Carpet area: 430 (39.95 sq.m.),1.0,2.0,3rd  ,10+ Year Old, Ready to move
Shree Gokul dham ," Sector 35D Kharghar, Navi Mumbai, Mumbai",99 Lac,"9,850",Super Built up area 1005(93.37 sq.m.)Carpet area: 780 sq.ft. (72.46 sq.m.),2.0,2.0,2nd  ,1 to 5 Year Old, Ready to move Property
Siddhi Belleza ," Kutak Bandhan, Navi Mumbai, Mumbai",99 Lac,"8,354",Super Built up area 1185(110.09 sq.m.),2.0,2.0,1st  ,1 to 5 Year Old, Ready to move Property
Nisarg Hyde Park ," Sector 35G Kharghar, Navi Mumbai, Mumbai",68 Lac,"9,031",Super Built up area 670(62.25 sq.m.),1.0,1.0,10th  ,5 to 10 Year Old, Ready to move Property
Vikas Ritz ," Kalyan West, Mumbai Beyond Thane, Mumbai",88 Lac,"11,354",Carpet area: 775 (72 sq.m.),3.0,3.0,3rd  ,0 to 1 Year Old, Ready to move Property
Royal Oasis ," Jankalyan Nagar, Mumbai Andheri-Dahisar, Mumbai",1.42 Crore,"21,225",Carpet area: 669 (62.15 sq.m.),2.0,2.0,13rd  ,0 to 1 Year Old, Ready to move
Dynamic Triveni Garden ," Adharwadi, Mumbai Beyond Thane, Mumbai",75 Lac,"12,135",Carpet area: 618 (57.41 sq.m.),2.0,2.0,7th  ,1 to 5 Year Old, Ready to move Property
Silicon Park ," Jankalyan Nagar, Mumbai Andheri-Dahisar, Mumbai",82 Lac,"11,714",Super Built up area 700(65.03 sq.m.)Carpet area: 430 sq.ft. (39.95 sq.m.),1.0,2.0,6th  ,5 to 10 Year Old, Ready to move Property
Hiranandani Castle Rock ," Hiranandani Gardens Powai, Central Mumbai suburbs, Mumbai",3.25 Crore,"41,827",Carpet area: 777 (72.19 sq.m.),2.0,2.0,3rd  ,0 to 1 Year Old, Ready to move
Toll Free 1800 41 99099,"101, Chandivali, Central Mumbai suburbs, Mumbai",4 Crore,"32,258",Carpet area: 1240 (115.2 sq.m.),3.0,3.0,1st  ,0 to 1 Year Old, Ready to move
Sejal Suyash Pride ," Sector 5 Ulwe, Navi Mumbai, Mumbai",85 Lac,"7,589",Super Built up area 1120(104.05 sq.m.)Built Up area: 1100 sq.ft. (102.19 sq.m.)Carpet area: 720 sq.ft. (66.89 sq.m.),2.0,2.0,7th  ,1 to 5 Year Old, Ready to move
